NaN	0
53.9933	2.99963
54.9932	2.99963
54.9932	4.99938
55.9931	4.99938
55.9931	7.99901
56.993	7.99901
56.993	9.99877
57.9929	9.99877
57.9929	12.9984
58.9927	12.9984
58.9927	15.998
59.9926	15.998
59.9926	18.9977
60.9925	18.9977
60.9925	22.9972
61.9924	22.9972
61.9924	29.9963
59.9926	29.9963
59.9926	30.9962
58.9927	30.9962
58.9927	31.9961
57.9929	31.9961
57.9929	32.9959
55.9931	32.9959
55.9931	33.9958
54.9932	33.9958
54.9932	34.9957
52.9935	34.9957
52.9935	35.9956
51.9936	35.9956
51.9936	36.9954
50.9937	36.9954
50.9937	37.9953
49.9938	37.9953
49.9938	38.9952
48.994	38.9952
48.994	39.9951
46.9942	39.9951
46.9942	40.9949
45.9943	40.9949
45.9943	41.9948
44.9945	41.9948
44.9945	42.9947
43.9946	42.9947
43.9946	43.9946
42.9947	43.9946
42.9947	44.9945
40.9949	44.9945
40.9949	45.9943
39.9951	45.9943
39.9951	46.9942
38.9952	46.9942
38.9952	47.9941
37.9953	47.9941
37.9953	48.994
36.9954	48.994
36.9954	49.9938
35.9956	49.9938
35.9956	50.9937
34.9957	50.9937
34.9957	51.9936
33.9958	51.9936
33.9958	52.9935
32.9959	52.9935
32.9959	54.9932
31.9961	54.9932
31.9961	55.9931
30.9962	55.9931
30.9962	57.9929
29.9963	57.9929
29.9963	58.9927
28.9964	58.9927
28.9964	59.9926
26.9967	59.9926
26.9967	60.9925
25.9968	60.9925
25.9968	61.9924
24.9969	61.9924
24.9969	62.9922
23.997	62.9922
23.997	63.9921
21.9973	63.9921
21.9973	64.992
18.9977	64.992
18.9977	65.9919
16.9979	65.9919
16.9979	66.9917
15.998	66.9917
15.998	67.9916
13.9983	67.9916
13.9983	68.9915
11.9985	68.9915
11.9985	69.9914
10.9986	69.9914
10.9986	70.9912
8.99889	70.9912
8.99889	71.9911
6.99914	71.9911
6.99914	72.991
5.99926	72.991
5.99926	73.9909
2.99963	73.9909
2.99963	74.9908
1.99975	74.9908
1.99975	75.9906
0.999877	75.9906
0.999877	76.9905
0	76.9905
0	82.9898
0.999877	82.9898
0.999877	84.9895
1.99975	84.9895
1.99975	85.9894
2.99963	85.9894
2.99963	86.9893
4.99938	86.9893
4.99938	87.9892
8.99889	87.9892
8.99889	88.989
14.9982	88.989
14.9982	87.9892
22.9972	87.9892
22.9972	86.9893
24.9969	86.9893
24.9969	85.9894
26.9967	85.9894
26.9967	84.9895
28.9964	84.9895
28.9964	83.9896
30.9962	83.9896
30.9962	82.9898
32.9959	82.9898
32.9959	81.9899
33.9958	81.9899
33.9958	80.99
35.9956	80.99
35.9956	79.9901
36.9954	79.9901
36.9954	78.9903
37.9953	78.9903
37.9953	77.9904
39.9951	77.9904
39.9951	76.9905
40.9949	76.9905
40.9949	75.9906
41.9948	75.9906
41.9948	74.9908
43.9946	74.9908
43.9946	73.9909
47.9941	73.9909
47.9941	74.9908
48.994	74.9908
48.994	75.9906
49.9938	75.9906
49.9938	76.9905
50.9937	76.9905
50.9937	78.9903
51.9936	78.9903
51.9936	81.9899
52.9935	81.9899
52.9935	83.9896
53.9933	83.9896
53.9933	85.9894
54.9932	85.9894
54.9932	86.9893
55.9931	86.9893
55.9931	89.9889
56.993	89.9889
56.993	107.987
55.9931	107.987
55.9931	112.986
54.9932	112.986
54.9932	116.986
53.9933	116.986
53.9933	121.985
52.9935	121.985
52.9935	126.984
51.9936	126.984
51.9936	139.983
50.9937	139.983
50.9937	149.982
49.9938	149.982
49.9938	161.98
50.9937	161.98
50.9937	166.979
51.9936	166.979
51.9936	167.979
52.9935	167.979
52.9935	168.979
53.9933	168.979
53.9933	169.979
54.9932	169.979
54.9932	170.979
62.9922	170.979
62.9922	169.979
63.9921	169.979
63.9921	167.979
64.992	167.979
64.992	165.98
65.9919	165.98
65.9919	161.98
66.9917	161.98
66.9917	156.981
67.9916	156.981
67.9916	143.982
68.9915	143.982
68.9915	136.983
69.9914	136.983
69.9914	131.984
70.9912	131.984
70.9912	128.984
71.9911	128.984
71.9911	125.984
72.991	125.984
72.991	121.985
73.9909	121.985
73.9909	115.986
74.9908	115.986
74.9908	113.986
75.9906	113.986
75.9906	126.984
74.9908	126.984
74.9908	138.983
75.9906	138.983
75.9906	162.98
76.9905	162.98
76.9905	173.979
77.9904	173.979
77.9904	176.978
78.9903	176.978
78.9903	178.978
79.9901	178.978
79.9901	179.978
80.99	179.978
80.99	180.978
81.9899	180.978
81.9899	181.978
90.9888	181.978
90.9888	180.978
91.9887	180.978
91.9887	179.978
92.9885	179.978
92.9885	178.978
93.9884	178.978
93.9884	115.986
94.9883	115.986
94.9883	114.986
95.9882	114.986
95.9882	117.985
96.988	117.985
96.988	122.985
97.9879	122.985
97.9879	126.984
98.9878	126.984
98.9878	130.984
99.9877	130.984
99.9877	132.984
100.988	132.984
100.988	136.983
101.987	136.983
101.987	139.983
102.987	139.983
102.987	142.982
103.987	142.982
103.987	146.982
104.987	146.982
104.987	151.981
105.987	151.981
105.987	157.981
106.987	157.981
106.987	161.98
107.987	161.98
107.987	164.98
108.987	164.98
108.987	166.979
109.986	166.979
109.986	167.979
110.986	167.979
110.986	169.979
112.986	169.979
112.986	170.979
117.985	170.979
117.985	169.979
119.985	169.979
119.985	168.979
120.985	168.979
120.985	167.979
121.985	167.979
121.985	166.979
122.985	166.979
122.985	163.98
123.985	163.98
123.985	158.98
122.985	158.98
122.985	153.981
121.985	153.981
121.985	148.982
120.985	148.982
120.985	145.982
119.985	145.982
119.985	141.982
118.985	141.982
118.985	136.983
117.985	136.983
117.985	131.984
116.986	131.984
116.986	126.984
115.986	126.984
115.986	119.985
114.986	119.985
114.986	115.986
113.986	115.986
113.986	111.986
112.986	111.986
112.986	108.987
111.986	108.987
111.986	105.987
112.986	105.987
112.986	104.987
114.986	104.987
114.986	103.987
115.986	103.987
115.986	104.987
116.986	104.987
116.986	105.987
117.985	105.987
117.985	107.987
118.985	107.987
118.985	108.987
119.985	108.987
119.985	109.986
120.985	109.986
120.985	111.986
121.985	111.986
121.985	112.986
122.985	112.986
122.985	113.986
123.985	113.986
123.985	115.986
124.985	115.986
124.985	116.986
125.984	116.986
125.984	117.985
126.984	117.985
126.984	118.985
127.984	118.985
127.984	119.985
128.984	119.985
128.984	121.985
129.984	121.985
129.984	122.985
130.984	122.985
130.984	124.985
131.984	124.985
131.984	126.984
132.984	126.984
132.984	127.984
133.983	127.984
133.983	128.984
134.983	128.984
134.983	130.984
135.983	130.984
135.983	132.984
136.983	132.984
136.983	133.983
137.983	133.983
137.983	134.983
138.983	134.983
138.983	135.983
139.983	135.983
139.983	136.983
140.983	136.983
140.983	137.983
142.982	137.983
142.982	138.983
146.982	138.983
146.982	137.983
148.982	137.983
148.982	136.983
149.982	136.983
149.982	124.985
148.982	124.985
148.982	122.985
147.982	122.985
147.982	120.985
146.982	120.985
146.982	118.985
145.982	118.985
145.982	117.985
144.982	117.985
144.982	115.986
143.982	115.986
143.982	113.986
142.982	113.986
142.982	112.986
141.982	112.986
141.982	110.986
140.983	110.986
140.983	109.986
139.983	109.986
139.983	108.987
138.983	108.987
138.983	106.987
137.983	106.987
137.983	104.987
136.983	104.987
136.983	103.987
135.983	103.987
135.983	102.987
134.983	102.987
134.983	100.988
133.983	100.988
133.983	98.9878
132.984	98.9878
132.984	96.988
131.984	96.988
131.984	95.9882
130.984	95.9882
130.984	93.9884
128.984	93.9884
128.984	91.9887
127.984	91.9887
127.984	87.9892
126.984	87.9892
126.984	82.9898
125.984	82.9898
125.984	77.9904
124.985	77.9904
124.985	71.9911
123.985	71.9911
123.985	60.9925
122.985	60.9925
122.985	57.9929
121.985	57.9929
121.985	54.9932
120.985	54.9932
120.985	51.9936
119.985	51.9936
119.985	49.9938
118.985	49.9938
118.985	46.9942
117.985	46.9942
117.985	45.9943
116.986	45.9943
116.986	43.9946
115.986	43.9946
115.986	42.9947
114.986	42.9947
114.986	40.9949
113.986	40.9949
113.986	38.9952
112.986	38.9952
112.986	36.9954
111.986	36.9954
111.986	34.9957
110.986	34.9957
110.986	32.9959
109.986	32.9959
109.986	31.9961
108.987	31.9961
108.987	27.9965
107.987	27.9965
107.987	7.99901
106.987	7.99901
106.987	0.999877
105.987	0.999877
105.987	0
53.9933	0
